NOME_MUNICIPIO,UF,Valor_Medio_Pago,Etiqueta_Classificacao
ARROIO DOS RATOS,RS,700.9473684210526,Alto Repasse
PORTEIRINHA,MG,647.2833545108006,Baixo Repasse
VITORIA DA CONQUISTA,BA,650.8043349286081,Baixo Repasse
SAO JOAO D'ALIANCA,GO,689.0494350282486,Alto Repasse
RODRIGUES ALVES,AC,753.9864267676768,Alto Repasse
BARRA LONGA,MG,622.6439628482972,Baixo Repasse
JUARINA,TO,692.372,Alto Repasse
RIQUEZA,SC,640.4125874125874,Baixo Repasse
SOLEDADE DE MINAS,MG,590.8013698630137,Baixo Repasse
ITAIPULANDIA,PR,647.3883495145631,Baixo Repasse
RONCADOR,PR,623.7266666666667,Baixo Repasse
RIO MANSO,MG,649.402697495183,Baixo Repasse
CHAPADA DA NATIVIDADE,TO,702.1913043478261,Alto Repasse
DIVINO,MG,643.852534562212,Baixo Repasse
SALTO DO CEU,MT,636.045918367347,Baixo Repasse
GUARANIACU,PR,627.8691796008869,Baixo Repasse
NOVA OLINDA,CE,686.84625158831,Alto Repasse
PENDENCIAS,RN,639.8282873926796,Baixo Repasse
BORACEIA,SP,647.051094890511,Baixo Repasse
FATIMA DO SUL,MS,626.2560073937153,Baixo Repasse
SAO PEDRO DA UNIAO,MG,695.1506493506494,Alto Repasse
NHAMUNDA,AM,725.1417357174008,Alto Repasse
AMAPA,AP,721.0248604769153,Alto Repasse
POCO DE JOSE DE MOURA,PB,646.1047904191616,Baixo Repasse
ASSIS BRASIL,AC,810.0745542949757,Alto Repasse
IPIACU,MG,646.302380952381,Baixo Repasse
BREJO DE AREIA,MA,718.8225068618481,Alto Repasse
CAXAMBU,MG,644.1544256120527,Baixo Repasse
SALINOPOLIS,PA,683.6354231006794,Alto Repasse
WENCESLAU BRAZ,PR,682.5202661826982,Alto Repasse
JOSELANDIA,MA,706.5689544579859,Alto Repasse
ITAPURANGA,GO,647.010034904014,Baixo Repasse
DOIS IRMAOS DAS MISSOES,RS,649.3098591549295,Baixo Repasse
SANTIAGO DO SUL,SC,716.1739130434783,Alto Repasse
SENADOR CORTES,MG,629.9367088607595,Baixo Repasse
VARZEA GRANDE,PI,640.5981308411215,Baixo Repasse
ILHA SOLTEIRA,SP,629.2693602693603,Baixo Repasse
FAZENDA VILANOVA,RS,680.0329218106996,Alto Repasse
UNIAO DO OESTE,SC,548.741935483871,Baixo Repasse
SANTA ADELIA,SP,650.9196428571429,Baixo Repasse
PRESIDENTE KENNEDY,TO,645.703488372093,Baixo Repasse
ESTRELA DO NORTE,SP,637.8252427184466,Baixo Repasse
RINOPOLIS,SP,600.3311688311688,Baixo Repasse
OROCO,PE,684.5292404756127,Alto Repasse
INDIAVAI,MT,649.6700507614213,Baixo Repasse
JUSSIAPE,BA,644.4651924651924,Baixo Repasse
JOSE DA PENHA,RN,648.0029126213592,Baixo Repasse
AUGUSTO CORREA,PA,697.6271186440678,Alto Repasse
BRANQUINHA,AL,693.396928804095,Alto Repasse
SANTA BARBARA,BA,650.6664922379208,Baixo Repasse
PICARRA,PA,697.8993218570683,Alto Repasse
RIO VERDE,GO,643.3986866049529,Baixo Repasse
SOLIDAO,PE,683.6649377593361,Alto Repasse
PRACUUBA,AP,706.2621492128679,Alto Repasse
MATEIROS,TO,727.7203947368421,Alto Repasse
SANTANA,AP,700.2013308402992,Alto Repasse
COLIDER,MT,633.6918806384455,Baixo Repasse
ITUMBIARA,GO,684.4782760425754,Alto Repasse
FLORIDA,PR,617.1918604651163,Baixo Repasse
SANTO ANTONIO DO TAUA,PA,685.8680235331532,Alto Repasse
GUARANI DE GOIAS,GO,633.4172077922078,Baixo Repasse
BOM JESUS DO ARAGUAIA,MT,703.8870967741935,Alto Repasse
PAI PEDRO,MG,650.6424870466321,Baixo Repasse
GRAMADO DOS LOUREIROS,RS,715.0846153846154,Alto Repasse
NOVA IPIXUNA,PA,714.5196241017137,Alto Repasse
TEFE,AM,780.7005133253639,Alto Repasse
IGARAPE DO MEIO,MA,716.4425779910868,Alto Repasse
ENGENHEIRO BELTRAO,PR,637.7378277153558,Baixo Repasse
TOLEDO,PR,647.5362198168193,Baixo Repasse
NOVA MARINGA,MT,732.2028571428572,Alto Repasse
PRANCHITA,PR,648.4190871369294,Baixo Repasse
CANARANA,MT,695.1032947462155,Alto Repasse
PAULINIA,SP,650.6464332036317,Baixo Repasse
BRAS PIRES,MG,648.2565789473684,Baixo Repasse
PIRATININGA,SP,634.4558521560575,Baixo Repasse
IGREJINHA,RS,697.6935286935287,Alto Repasse
VICOSA,AL,681.3625880845611,Alto Repasse
CIDELANDIA,MA,702.7511891694108,Alto Repasse
BARCARENA,PA,688.0418367346939,Alto Repasse
HUMBERTO DE CAMPOS,MA,751.8111338797814,Alto Repasse
SANTO ANTONIO DO LESTE,MT,743.1358974358974,Alto Repasse
PASSIRA,PE,650.5549754299755,Baixo Repasse
CAPINZAL DO NORTE,MA,691.0937238493724,Alto Repasse
PEDRINHAS PAULISTA,SP,637.7720588235294,Baixo Repasse
NOVA BOA VISTA,RS,634.4583333333334,Baixo Repasse
COSTA RICA,MS,698.4469996406756,Alto Repasse
BOREBI,SP,703.3811659192825,Alto Repasse
NAZARIO,GO,648.2485207100592,Baixo Repasse
GAMELEIRA,PE,646.6136059621632,Baixo Repasse
ANICUNS,GO,624.5151342090234,Baixo Repasse
SANTO AMARO,BA,643.6991857063799,Baixo Repasse
AXIXA DO TOCANTINS,TO,719.8792700046795,Alto Repasse
ALMEIRIM,PA,725.7340988064662,Alto Repasse
ABAIRA,BA,638.6426592797784,Baixo Repasse
MARAPANIM,PA,689.5731587561374,Alto Repasse
ALEGRETE,RS,680.8888036809816,Alto Repasse
MARCELINO VIEIRA,RN,647.9148264984227,Baixo Repasse
MATIAS CARDOSO,MG,681.446075303127,Alto Repasse
PADRE BERNARDO,GO,689.4518911745189,Alto Repasse
CEDRO DE SAO JOAO,SE,643.1512953367876,Baixo Repasse
LARANJAL DO JARI,AP,683.8648359008707,Alto Repasse
PIRANHAS,GO,625.6746411483253,Baixo Repasse
IPORA,PR,638.3157894736842,Baixo Repasse
SAO MIGUEL DO TOCANTINS,TO,689.1903873075129,Alto Repasse
NOVA ARACA,RS,681.0526315789474,Alto Repasse
SEM-PEIXE,MG,636.452229299363,Baixo Repasse
MARABA,PA,697.7010986917312,Alto Repasse
INIMUTABA,MG,640.7605633802817,Baixo Repasse
SAO SIMAO,SP,650.9350282485875,Baixo Repasse
MUCURI,BA,644.4611164122138,Baixo Repasse
CENTRO NOVO DO MARANHAO,MA,738.7675932882545,Alto Repasse
ARAUJOS,MG,688.5772532188842,Alto Repasse
RIBAMAR FIQUENE,MA,701.1725452812202,Alto Repasse
SAO JOAO DEL REI,MG,640.4037956793862,Baixo Repasse
TAGUAI,SP,646.3923267326733,Baixo Repasse
JURUA,AM,745.3489223261488,Alto Repasse
GAVIAO PEIXOTO,SP,646.5204081632653,Baixo Repasse
MAGALHAES DE ALMEIDA,MA,691.8988416988417,Alto Repasse
BRASILANDIA DO TOCANTINS,TO,628.6323987538941,Baixo Repasse
OLIVEDOS,PB,649.2552870090634,Baixo Repasse
MARCACAO,PB,698.3968871595331,Alto Repasse
PRESIDENTE JUSCELINO,MG,633.3166666666667,Baixo Repasse
CORONEL PILAR,RS,718.7777777777778,Alto Repasse
MANACAPURU,AM,729.3562069625095,Alto Repasse
CAMPINA VERDE,MG,616.5353675450763,Baixo Repasse
FEIJO,AC,778.704268292683,Alto Repasse
CORBELIA,PR,574.6931216931217,Baixo Repasse
BERTOPOLIS,MG,688.9371316306483,Alto Repasse
MONTE CARLO,SC,600.909594095941,Baixo Repasse
CAMPESTRE DO MARANHAO,MA,688.589757412399,Alto Repasse
JAUPACI,GO,617.2262295081968,Baixo Repasse
PIQUET CARNEIRO,CE,643.636329588015,Baixo Repasse
GUANAMBI,BA,634.4717912048624,Baixo Repasse
COTIPORA,RS,623.0416666666666,Baixo Repasse
SAO LOURENCO DO PIAUI,PI,644.3918181818182,Baixo Repasse
FLORES DA CUNHA,RS,685.0677290836653,Alto Repasse
MACHADINHO,RS,622.9356725146199,Baixo Repasse
COMENDADOR GOMES,MG,618.6024590163935,Baixo Repasse
SARANDI,RS,687.9308125502815,Alto Repasse
SABINO,SP,645.4203389830509,Baixo Repasse
JOAO ALFREDO,PE,649.3234802007809,Baixo Repasse
BOM JESUS,RS,691.5421836228288,Alto Repasse
CARMO DO RIO CLARO,MG,530.782866836302,Baixo Repasse
GENTIO DO OURO,BA,643.8057477381586,Baixo Repasse
PARANA,RN,648.1901893287436,Baixo Repasse
MINEIROS,GO,640.3611738148984,Baixo Repasse
IGUATAMA,MG,636.568281938326,Baixo Repasse
IVORA,RS,641.3283582089553,Baixo Repasse
ESPIGAO D'OESTE,RO,634.4364508393286,Baixo Repasse
URUSSANGA,SC,636.0596590909091,Baixo Repasse
TAVARES,RS,691.3940774487471,Alto Repasse
ITAPECURU MIRIM,MA,705.8042379471228,Alto Repasse
MONJOLOS,MG,604.4320987654321,Baixo Repasse
ANTONIO JOAO,MS,681.9261992619926,Alto Repasse
BELA VISTA DE GOIAS,GO,685.1176873075607,Alto Repasse
GODOY MOREIRA,PR,639.0568181818181,Baixo Repasse
REALEZA,PR,649.3544303797469,Baixo Repasse
ALVINOPOLIS,MG,649.6138211382114,Baixo Repasse
SAO JOAO DO MANTENINHA,MG,642.0694610778443,Baixo Repasse
LOANDA,PR,629.4626865671642,Baixo Repasse
SERTANEJA,PR,632.0286885245902,Baixo Repasse
MOITA BONITA,SE,648.0071355759429,Baixo Repasse
BRACO DO NORTE,SC,680.7849017580145,Alto Repasse
DIRCEU ARCOVERDE,PI,681.12187299551,Alto Repasse
IPIRANGA DO SUL,RS,625.3571428571429,Baixo Repasse
CARMO,RJ,645.0899581589958,Baixo Repasse
RIBEIRAO DO PINHAL,PR,644.518581081081,Baixo Repasse
PIRANGA,MG,641.5007792207792,Baixo Repasse
CANGUCU,RS,649.1040189125296,Baixo Repasse
BARRA DO CORDA,MA,690.3212705024733,Alto Repasse
BARROSO,MG,647.3847980997625,Baixo Repasse
SAIRE,PE,644.6459968602826,Baixo Repasse
AMERICO DE CAMPOS,SP,639.4764705882353,Baixo Repasse
SAO MATEUS DO SUL,PR,569.1843665768195,Baixo Repasse
PORTO UNIAO,SC,638.7362318840579,Baixo Repasse
MORRO CABECA NO TEMPO,PI,686.1296928327645,Alto Repasse
SAO JOSE DO CALCADO,ES,645.1714824120603,Baixo Repasse
TRIUNFO,RS,680.1202010968922,Alto Repasse
BONFIM,RR,745.5096289337718,Alto Repasse
ITANHANGA,MT,701.5449735449736,Alto Repasse
SANTANA DO ITARARE,PR,638.6826666666667,Baixo Repasse
PERIQUITO,MG,633.7546699875467,Baixo Repasse
ITAPURA,SP,650.3393316195372,Baixo Repasse
MATINHA,MA,688.8076484947112,Alto Repasse
SANTA ROSA DO SUL,SC,689.7102473498234,Alto Repasse
DOM SILVERIO,MG,646.935,Baixo Repasse
CHAPADINHA,MA,686.5042321644498,Alto Repasse
AMONTADA,CE,688.2091893085928,Alto Repasse
TARABAI,SP,641.8918918918919,Baixo Repasse
IPUIUNA,MG,628.4901477832512,Baixo Repasse
NOVA OLINDA DO NORTE,AM,733.4332009531374,Alto Repasse
SERRA CAIADA (EX-PRESIDENTE JUSCELINO),RN,687.7505154639175,Alto Repasse
GLORIA DE DOURADOS,MS,646.4564102564102,Baixo Repasse
BACABAL,MA,680.9692121467291,Alto Repasse
JACINTO MACHADO,SC,682.1648044692737,Alto Repasse
SENADOR GEORGINO AVELINO,RN,687.6037151702786,Alto Repasse
ADELANDIA,GO,639.0922330097087,Baixo Repasse
TAPIRAI,SP,686.5926860025221,Alto Repasse
IRAUCUBA,CE,680.1653819201122,Alto Repasse
GUAJERU,BA,632.0569948186528,Baixo Repasse
NOVA CANAA DO NORTE,MT,604.8598848368522,Baixo Repasse
ITARUMA,GO,687.6830985915493,Alto Repasse
TOCANTINOPOLIS,TO,695.3415112855741,Alto Repasse
TACURU,MS,680.99171107164,Alto Repasse
SIRIRI,SE,683.99423815621,Alto Repasse
VACARIA,RS,693.4019969611461,Alto Repasse
JUNCO DO MARANHAO,MA,713.2926136363636,Alto Repasse
ELDORADO DO SUL,RS,691.4179704016914,Alto Repasse
CRAVINHOS,SP,643.2578378378379,Baixo Repasse
DOM AQUINO,MT,701.6145038167939,Alto Repasse
ATALANTA,SC,690.25,Alto Repasse
RIO CLARO,SP,645.2348281016442,Baixo Repasse
GOIABEIRA,MG,648.356783919598,Baixo Repasse
SANTO ANTONIO DO CAIUA,PR,628.8955223880597,Baixo Repasse
VARZEA GRANDE,MT,697.6883844116534,Alto Repasse
BOM RETIRO DO SUL,RS,682.4640198511166,Alto Repasse
VISTA ALEGRE DO ALTO,SP,728.8897338403042,Alto Repasse
XAXIM,SC,681.4781395348837,Alto Repasse
ECOPORANGA,ES,638.6118836915297,Baixo Repasse
MAGALHAES BARATA,PA,683.3483523873571,Alto Repasse
LAURO DE FREITAS,BA,650.4831684686757,Baixo Repasse
VILA FLORES,RS,702.1612903225806,Alto Repasse
SAO JOAO DA FRONTEIRA,PI,692.4870759289176,Alto Repasse
FREDERICO WESTPHALEN,RS,696.8847262247839,Alto Repasse
SERRA AZUL DE MINAS,MG,687.5780346820809,Alto Repasse
PAULO RAMOS,MA,709.3179590017826,Alto Repasse
ANDORINHA,BA,650.0927218344965,Baixo Repasse
GOIANIRA,GO,680.2168585220943,Alto Repasse
MOREIRA SALES,PR,645.2596380802518,Baixo Repasse
OROS,CE,646.5307177033493,Baixo Repasse
MIGUEL LEAO,PI,638.0628019323672,Baixo Repasse
OURIZONA,PR,645.375,Baixo Repasse
ANCHIETA,SC,640.3627450980392,Baixo Repasse
ARACAS,BA,646.6461232604373,Baixo Repasse
LAGOA GRANDE,MG,626.0177439797212,Baixo Repasse
NOBRES,MT,693.4690807799443,Alto Repasse
SANTA RITA DO TRIVELATO,MT,726.0614886731391,Alto Repasse
COLONIA LEOPOLDINA,AL,684.1669156883671,Alto Repasse
CACONDE,SP,649.0650128314799,Baixo Repasse
ICARAI DE MINAS,MG,680.176758409786,Alto Repasse
APIUNA,SC,711.82,Alto Repasse
AGUA DOCE DO NORTE,ES,680.1740963855422,Alto Repasse
COROACI,MG,635.1350482315113,Baixo Repasse
MUNIZ FREIRE,ES,685.0307354555433,Alto Repasse
MARAGOGIPE,BA,639.7101385721803,Baixo Repasse
SAO MIGUEL DO OESTE,SC,680.7219069239501,Alto Repasse
LAFAIETE COUTINHO,BA,630.4205748865355,Baixo Repasse
ORATORIOS,MG,622.8233618233618,Baixo Repasse
CANDEIAS,MG,618.8540816326531,Baixo Repasse
OLARIA,MG,629.2929292929293,Baixo Repasse
SAO TOME,RN,642.656746031746,Baixo Repasse
SAO CAETANO DO SUL,SP,633.5101955888473,Baixo Repasse
VITORIA DAS MISSOES,RS,644.5734597156398,Baixo Repasse
PORTO FIRME,MG,634.7435897435897,Baixo Repasse
CANA VERDE,MG,648.9850746268656,Baixo Repasse
DAVINOPOLIS,GO,685.905472636816,Alto Repasse
CAPIXABA,AC,703.2948979591837,Alto Repasse
POUSO REDONDO,SC,644.203125,Baixo Repasse
IBIAPINA,CE,706.0739732805541,Alto Repasse
NUPORANGA,SP,684.1813031161473,Alto Repasse
SALVADOR DO SUL,RS,728.54,Alto Repasse
MARAVILHA,SC,644.6979166666666,Baixo Repasse
RIOLANDIA,SP,633.8770226537217,Baixo Repasse
SAO JOSE DOS AUSENTES,RS,737.7307692307693,Alto Repasse
ALTOS,PI,683.8325258397933,Alto Repasse
REDENCAO,PA,682.2342434584756,Alto Repasse
SANTA CRUZ DA ESPERANCA,SP,626.75,Baixo Repasse
BRACO DO TROMBUDO,SC,483.61538461538464,Baixo Repasse
OSVALDO CRUZ,SP,621.4753451676529,Baixo Repasse
PIRACICABA,SP,642.6203220684963,Baixo Repasse
MIRAGUAI,RS,683.9029850746268,Alto Repasse
BREVES,PA,782.8194873440572,Alto Repasse
SERRANOS,MG,642.3064516129032,Baixo Repasse
ARAMARI,BA,650.474688187821,Baixo Repasse
AMPERE,PR,639.8657074340528,Baixo Repasse
SANTOPOLIS DO AGUAPEI,SP,642.5791245791246,Baixo Repasse
LAJEDINHO,BA,648.9834801762114,Baixo Repasse
PAINS,MG,629.0067796610169,Baixo Repasse
ANDIRA,PR,695.7325208466966,Alto Repasse
CAMPINAPOLIS,MT,914.7118457300276,Alto Repasse
DESTERRO DO MELO,MG,648.8610354223433,Baixo Repasse
SETE QUEDAS,MS,696.4934210526316,Alto Repasse
AVELINOPOLIS,GO,646.0869565217391,Baixo Repasse
SERRA NEGRA DO NORTE,RN,639.3289606458123,Baixo Repasse
UBIRATA,PR,641.9498131340096,Baixo Repasse
LARANJAL,PR,690.6601520086862,Alto Repasse
BARRA DO OURO,TO,686.1392081736909,Alto Repasse
MATOZINHOS,MG,647.1519815313582,Baixo Repasse
ARROIO GRANDE,RS,690.8313325330132,Alto Repasse
MORRO DA GARCA,MG,646.4185022026431,Baixo Repasse
TUPA,SP,649.0613001010441,Baixo Repasse
CIANORTE,PR,640.3365193150139,Baixo Repasse
FORMOSA DO SUL,SC,629.3153153153153,Baixo Repasse
ENGENHEIRO PAULO DE FRONTIN,RJ,647.9702422145328,Baixo Repasse
PAU D'ARCO,TO,683.8438030560271,Alto Repasse
BANDEIRA DO SUL,MG,582.9774774774775,Baixo Repasse
FLORIANO PEIXOTO,RS,630.4444444444445,Baixo Repasse
PONTE ALTA DO TOCANTINS,TO,707.7602649006623,Alto Repasse
PUGMIL,TO,683.3490304709142,Alto Repasse
SANTA CLARA DO SUL,RS,612.5714285714286,Baixo Repasse
BERNARDO SAYAO,TO,680.3296703296703,Alto Repasse
EMBAUBA,SP,636.51,Baixo Repasse
VIAMAO,RS,684.6652873563219,Alto Repasse
SANTO ANTONIO DO ICA,AM,892.2600611908684,Alto Repasse
TIMBO,SC,631.9793281653747,Baixo Repasse
IPUMIRIM,SC,740.71875,Alto Repasse
NAZARIA,PI,681.8034858387799,Alto Repasse
NOVA ROMA,GO,649.5188470066519,Baixo Repasse
FORTALEZA DOS NOGUEIRAS,MA,689.3626617375231,Alto Repasse
CAROEBE,RR,719.9361419068736,Alto Repasse
IBITURUNA,MG,646.5340501792115,Baixo Repasse
BOM CONSELHO,PE,684.6859475620976,Alto Repasse
EPITACIOLANDIA,AC,698.0797101449275,Alto Repasse
SAO GABRIEL,RS,680.1067906452522,Alto Repasse
PACAJA,PA,714.359804454101,Alto Repasse
GRACA ARANHA,MA,696.8413223140495,Alto Repasse
SAO GABRIEL DA CACHOEIRA,AM,847.0475600135242,Alto Repasse
POUSO NOVO,RS,685.7924528301887,Alto Repasse
NOVA ERA,MG,617.1679073614557,Baixo Repasse
PLACAS,PA,700.4269979508197,Alto Repasse
RIO NEGRINHO,SC,681.6065711878686,Alto Repasse
JAGUARUANA,CE,635.137215258121,Baixo Repasse
ARAGUANA,MA,705.329830973047,Alto Repasse
URBANO SANTOS,MA,738.1418588399721,Alto Repasse
CODAJAS,AM,754.35253296322,Alto Repasse
MARIPA,PR,598.9043478260869,Baixo Repasse
LUCIANOPOLIS,SP,648.6597222222222,Baixo Repasse
BARBOSA FERRAZ,PR,633.519302615193,Baixo Repasse
NAQUE,MG,650.0195852534562,Baixo Repasse
PEDRO AFONSO,TO,699.9639401934917,Alto Repasse
SAO JOAO,PR,647.941504178273,Baixo Repasse
ITAQUAQUECETUBA,SP,684.0493894802755,Alto Repasse
MAFRA,SC,685.2134220072552,Alto Repasse
SITIO DO QUINTO,BA,642.9894319682959,Baixo Repasse
JANGADA,MT,685.8458681522749,Alto Repasse
RIBEIROPOLIS,SE,640.7883979561166,Baixo Repasse
JANDAIA,GO,622.2,Baixo Repasse
BARRA DO BUGRES,MT,686.4036281179139,Alto Repasse
ANITA GARIBALDI,SC,630.7402760351317,Baixo Repasse
SAO MANOEL DO PARANA,PR,611.1621621621622,Baixo Repasse
SANTA EFIGENIA DE MINAS,MG,641.7507288629738,Baixo Repasse
NOVA CANDELARIA,RS,624.1363636363636,Baixo Repasse
SANTA TEREZA,RS,618.6153846153846,Baixo Repasse
SAO PEDRO DO SUL,RS,646.6493617021276,Baixo Repasse
SILVEIRANIA,MG,648.0816326530612,Baixo Repasse
PILOEZINHOS,PB,681.0358072916666,Alto Repasse
IBIRAIARAS,RS,685.6633986928105,Alto Repasse
LAGO DO JUNCO,MA,691.1221073362875,Alto Repasse
HELIODORA,MG,618.4367088607595,Baixo Repasse
ITAOCARA,RJ,621.9362220058423,Baixo Repasse
PARAISO DAS AGUAS,MS,643.3272727272728,Baixo Repasse
VIANA,MA,685.8506003021388,Alto Repasse
DELTA,MG,681.1267175572519,Alto Repasse
MACIEIRA,SC,637.0909090909091,Baixo Repasse
SALTINHO,SP,647.5086206896551,Baixo Repasse
NANTES,SP,649.5923913043479,Baixo Repasse
IRUPI,ES,644.6229508196722,Baixo Repasse
GRANITO,PE,681.4247341913822,Alto Repasse
SANTA TEREZINHA DO PROGRESSO,SC,635.0526315789474,Baixo Repasse
CONCEICAO DO ALMEIDA,BA,621.7265917602996,Baixo Repasse
ICATU,MA,694.0315789473684,Alto Repasse
INHAUMA,MG,650.8856416772554,Baixo Repasse
MARIALVA,PR,637.0110864745011,Baixo Repasse
TIMBAUBA,PE,646.3711879545745,Baixo Repasse
BOM JESUS DO AMPARO,MG,640.8307155322863,Baixo Repasse
PARANHOS,MS,805.4864311315924,Alto Repasse
PERDIZES,MG,696.1768292682926,Alto Repasse
SAO SEBASTIAO DO UMBUZEIRO,PB,681.9668325041459,Alto Repasse
ALTO ALEGRE,RS,638.2352941176471,Baixo Repasse
ARAGUATINS,TO,696.6464704201201,Alto Repasse
SAO FRANCISCO DO BREJAO,MA,714.6465816917729,Alto Repasse
CALDEIRAO GRANDE,BA,682.69737191399,Alto Repasse
ITATINGA,SP,641.4925816023739,Baixo Repasse
SCHROEDER,SC,608.5119617224881,Baixo Repasse
INGA,PB,649.022629969419,Baixo Repasse
CUMBE,SE,627.4258474576271,Baixo Repasse
JACUTINGA,MG,639.1449603624009,Baixo Repasse
RIO BANANAL,ES,626.4249329758713,Baixo Repasse
SANTA RITA DE CALDAS,MG,642.0712589073635,Baixo Repasse
BARREIRAS DO PIAUI,PI,702.4082446808511,Alto Repasse
GOIOXIM,PR,688.0701956271577,Alto Repasse
ITOBI,SP,631.6854219948849,Baixo Repasse
SAO GERALDO,MG,624.1894024802706,Baixo Repasse
LAGES,SC,650.5960506546469,Baixo Repasse
ALTO PIQUIRI,PR,625.28,Baixo Repasse
SANTA TEREZINHA DE GOIAS,GO,621.8374910905203,Baixo Repasse
CRISTAL DO SUL,RS,642.5737704918033,Baixo Repasse
SAO JOAO DO ARRAIAL,PI,687.5178316690442,Alto Repasse
TARTARUGALZINHO,AP,793.7628828828829,Alto Repasse
CHALE,MG,683.8298342541436,Alto Repasse
FENIX,PR,645.5300261096605,Baixo Repasse
CLARO DOS POCOES,MG,641.1558823529411,Baixo Repasse
XINGUARA,PA,681.8563846896108,Alto Repasse
JAURU,MT,686.4017857142857,Alto Repasse
ARAMBARE,RS,682.0641330166271,Alto Repasse
OURO VERDE,SC,638.9358974358975,Baixo Repasse
VARZELANDIA,MG,686.6744985673353,Alto Repasse
ABADIA DE GOIAS,GO,709.5407220822838,Alto Repasse
IVATUBA,PR,647.2079207920792,Baixo Repasse
CONCEICAO DA APARECIDA,MG,642.0684133915574,Baixo Repasse
IMBE,RS,683.9197562214322,Alto Repasse
ARIPUANA,MT,721.5424610051994,Alto Repasse
MELEIRO,SC,645.908695652174,Baixo Repasse
CAMPO BELO,MG,641.9719522354901,Baixo Repasse
LINDOLFO COLLOR,RS,709.0573248407643,Alto Repasse
CANTA,RR,736.4412795793164,Alto Repasse
FAZENDA NOVA,GO,642.067816091954,Baixo Repasse
GILBUES,PI,697.5846839546191,Alto Repasse
SAO FELIX DE BALSAS,MA,692.261574074074,Alto Repasse
GUARANESIA,MG,684.6542605288932,Alto Repasse
PRAIA NORTE,TO,723.1226130653266,Alto Repasse
PRESIDENTE BERNARDES,SP,650.185,Baixo Repasse
FERNANDO PEDROZA,RN,636.2680776014109,Baixo Repasse
ITAINOPOLIS,PI,644.365726681128,Baixo Repasse
TERRA BOA,PR,577.3095723014256,Baixo Repasse
SANTA CRUZ DE GOIAS,GO,634.9535714285714,Baixo Repasse
TAQUARUSSU,MS,687.8605341246291,Alto Repasse
APIACAS,MT,701.197247706422,Alto Repasse
MAMBORE,PR,643.503743315508,Baixo Repasse
BRAGA,RS,685.0562130177515,Alto Repasse
ITAMARATI DE MINAS,MG,626.1612903225806,Baixo Repasse
CANELINHA,SC,704.1909836065573,Alto Repasse
SANTA CRUZ DO XINGU,MT,692.0241379310345,Alto Repasse
SANTANA DO ARAGUAIA,PA,701.872382522671,Alto Repasse
CARPINA,PE,648.6718423220736,Baixo Repasse
SALMOURAO,SP,625.0235294117647,Baixo Repasse
SANTA ROSA DO TOCANTINS,TO,691.6479885057471,Alto Repasse
BELTERRA,PA,716.0469090909091,Alto Repasse
JOSE BOITEUX,SC,766.9440789473684,Alto Repasse
COLINAS,RS,685.0,Alto Repasse
RIO FORTUNA,SC,605.9615384615385,Baixo Repasse
MAMBAI,GO,681.143635125936,Alto Repasse
VISCONDE DO RIO BRANCO,MG,636.3787107718406,Baixo Repasse
ACAILANDIA,MA,688.2836294960941,Alto Repasse
ITAPIPOCA,CE,687.5607480847228,Alto Repasse
GOIANDIRA,GO,637.4285714285714,Baixo Repasse
BOA ESPERANCA,MG,688.2935429056924,Alto Repasse
VITORINO,PR,684.8550724637681,Alto Repasse
URUCURITUBA,AM,737.8882879134595,Alto Repasse
ERECHIM,RS,680.487017310253,Alto Repasse
ALVORADA,TO,681.1475076297049,Alto Repasse
GOIOERE,PR,640.317439862543,Baixo Repasse
PINHAO,PR,703.3850197109067,Alto Repasse
COSMOPOLIS,SP,645.7744982290437,Baixo Repasse
MARTINS,RN,648.8897700237907,Baixo Repasse
NOSSA SENHORA APARECIDA,SE,648.1358288770053,Baixo Repasse
TAMARANA,PR,649.9486521181001,Baixo Repasse
CANINDE DE SAO FRANCISCO,SE,696.8722883705758,Alto Repasse
DIAMANTINA,MG,638.3082206482078,Baixo Repasse
ALVORADA DO SUL,PR,687.2507418397627,Alto Repasse
MATELANDIA,PR,683.2450592885375,Alto Repasse
CONCORDIA DO PARA,PA,701.9770716009654,Alto Repasse
MACAMBARA,RS,693.380303030303,Alto Repasse
ANORI,AM,713.3101802757158,Alto Repasse
REMIGIO,PB,683.0378197997775,Alto Repasse
CARUTAPERA,MA,690.9325551232166,Alto Repasse
BARREIRINHA,AM,797.1598028303387,Alto Repasse
BOA VISTA,RR,711.6560933563188,Alto Repasse
RECURSOLANDIA,TO,715.5811965811965,Alto Repasse
MADEIRO,PI,693.499700059988,Alto Repasse
TRES FRONTEIRAS,SP,681.0827067669173,Alto Repasse
SIMOLANDIA,GO,647.1010289990645,Baixo Repasse
LAMARAO,BA,646.1173304628633,Baixo Repasse
SERTAOZINHO,PB,685.3515312916112,Alto Repasse
CANAVIEIRA,PI,689.0169712793734,Alto Repasse
FORTUNA,MA,725.7393617021277,Alto Repasse
SAO JOSE DO POVO,MT,646.1221374045801,Baixo Repasse
MANFRINOPOLIS,PR,606.9512195121952,Baixo Repasse
ALDEIAS ALTAS,MA,727.2513304305758,Alto Repasse
RUROPOLIS,PA,698.3509392265194,Alto Repasse
JATAUBA,PE,649.4896896896897,Baixo Repasse
JACUI,MG,696.257874015748,Alto Repasse
NOVA OLIMPIA,PR,631.9628252788104,Baixo Repasse
PANAMBI,RS,681.9227053140097,Alto Repasse
